#---------------,--------------------,--------------------,-------,---------,-----------
#  NAME         ,  RAJ               ,  DECJ              ,  DIST ,  AGE    ,  EDOT
#               ,  (hms)             ,  (dms)             ,  (kpc),  (Yr)   ,  (ergs/s)
#---------------,--------------------,--------------------,-------,---------,-----------
  J1615-4958    , 16:15:17.38        , -49:58:02.0        , 3.911 , 6.05e+06, 3.3e+32
  J1615-5137    , 16:15:16.8         , -51:37:12          , *     , 2.67e+05, 7.3e+34
  J1615-5444    , 16:15:01.191       , -54:44:32.4        , 6.882 , 1.69e+07, 2.8e+32
  B1611-55      , 16:15:40.43        , -55:37:00.5        , 3.192 , 6.27e+06, 1.6e+32

  J1616-5017    , 16:16:29.89        , -50:17:14.9        , 3.480 , 1.67e+05, 1.6e+34
  J1616-5109    , 16:16:30.9         , -51:09:17          , 6.842 , 1.01e+06, 4.2e+32
  J1616-5208    , 16:16:23.4         , -52:08:48          , 6.006 , 5.62e+05, 1.1e+33
  J1617-4216    , 16:17:23.38        , -42:16:59          , 7.287 , 3e+06   , 1.8e+31
  J1617-4608    , 16:17:35.105       , -46:08:36.5        , 11.077, 5.46e+05, 3.6e+33

  J1617-5055    , 16:17:29.3         , -50:55:13.2        , 4.743 , 8.13e+03, 1.6e+37
  J1618-36      , 16:18:32.1         , -36:03:42          , 6.043 , *       , *
  J1618-3921    , 16:18:18.8248      , -39:21:01.815      , 5.513 , 3.51e+09, 1.2e+33
  J1618-4624    , 16:18:52.77579     , -46:24:34.950      , 3.045 , 3.03e+10, 5.9e+32
  J1618-4723    , 16:18:06.80        , -47:23:19.1        , 3.089 , 1.62e+06, 9.3e+33

  J1619-3345    , 16:19:02           , -33:45:01          , 5.285 , *       , *
  J1619-42      , 16:19:06           , -42:02             , 8.149 , *       , *
  J1620-4927    , 16:20:41.52        , -49:27:37.1        , *     , 2.6e+05 , 8.1e+34
  J1620-5414    , 16:20:14.44        , -54:14:51.7        , 1.978 , 2.72e+08, 1.7e+30
  J1621-5039    , 16:21:04.71        , -50:39:48.6        , 3.917 , 1.32e+06, 4.0e+32

  J1621-5243    , 16:21:55.8         , -52:43:44          , 6.435 , 7.67e+06, 5.9e+32
  J1622-0315    , 16:22:59.6285      , -03:15:37.328      , 1.141 , 5.25e+09, 8.1e+33
  J1622-3751    , 16:22:04.58        , -37:51:13.9        , 12.019, 4.51e+06, 2.6e+32
  J1622-4332    , 16:22:45.468       , -43:32:28.2        , 9.762 , 9.28e+06, 8.0e+31
  J1622-4347    , 16:22:30.060       , -43:47:21.4        , 5.039 , 1.44e+06, 2.1e+33

  J1622-4802    , 16:22:47.19        , -48:02:13.1        , 5.321 , 1.37e+07, 6.5e+32
  J1622-4845    , 16:22:05.45        , -48:46:29          , 4.244 , 1.06e+08, 1.1e+31
  J1622-4944    , 16:22:37.5         , -49:44:30          , 5.412 , 9.95e+05, 5.5e+32
  J1622-4950    , 16:22:44.80        , -49:50:54.4        , 5.571 , 2.47e+04, 1.4e+33
  J1622-6617    , 16:22:03.6681      , -66:17:16.978      , 4.045 , 6.36e+09, 1.8e+32

  J1623-0841    , 16:23:42.6827      , -08:41:36.6        , 4.643 , 4.08e+06, 6.1e+32
  B1620-09      , 16:23:17.6599      , -09:08:48.733      , 1.667 , 7.84e+06, 4.9e+31
  B1620-26      , 16:23:38.2218      , -26:31:53.769      , 1.800 , 2.62e+08, 1.9e+34
  B1620-42      , 16:23:48.291       , -42:56:52.6        , 21.557, 5.75e+06, 8.2e+32
  J1623-4949    , 16:23:54.80        , -49:49:04          , 3.356 , 2.73e+05, 4.3e+33

  J1623-5005    , 16:23:04.11        , -50:05:15.1        , *     , 3.24e+05, 2.7e+35
  J1624-39      , 16:24:25           , -39:51:00          , 2.629 , *       , *
  J1624-4041    , 16:24:09.927       , -40:41:29.7        , *     , 5.63e+05, 3.9e+34
  J1624-4411    , 16:24:21.361       , -44:11:33.8        , 3.344 , 4.62e+06, 2.5e+33
  J1624-4613    , 16:24:18.7         , -46:13:02          , 4.779 , 2.27e+08, 3.6e+30

  J1624-4721    , 16:24:54.89        , -47:21:27          , 5.634 , 1.71e+06, 1.8e+33
  J1624+5850    , 16:24:00.964       , +58:50:15.77       , 3.187 , 3.12e+07, 4.7e+31
  J1624+8643    , 16:24:32.72        , +86:43:13.21       , 9.175 , 2.46e+07, 1.6e+32
  J1625-0021    , 16:25:10.3579      , -00:21:28.960      , 0.951 , 2.11e+09, 3.7e+34
  J1625-4048    , 16:25:10.33        , -40:48:21.5        , 5.612 , 8.42e+07, 1.3e+30

  J1625-4904    , 16:25:18.05        , -49:04:33.6        , 5.251 , 4.35e+05, 6.8e+33
  J1625-4913    , 16:25:16.41        , -49:13:44.6        , 5.296 , 8.48e+05, 5.8e+33
  J1626-44      , 16:27:00           , -44:22             , 8.304 , *       , *
  J1626-4537    , 16:26:48.98        , -45:37:25.6        , 4.977 , 7.08e+05, 6.4e+33
  J1626-4807    , 16:26:42.5         , -48:07:54          , 7.453 , 2.66e+05, 2.7e+34

  J1626-6621    , 16:26:06.851       , -66:21:15.27       , 3.816 , 9.32e+06, 3.3e+32
  J1627+1419    , 16:27:18.759       , +14:19:20.7        , 4.325 , 1.98e+07, 1.3e+32
  J1627+3219    , 16:27:56.4         , +32:19:39          , *     , *       , *
  J1627-4706    , 16:27:28.75        , -47:06:50.2        , 6.407 , 1.29e+06, 2.5e+34
  J1627-4845    , 16:27:10.34        , -48:45:08          , 4.880 , 2.66e+06, 6.3e+32

  J1627-49      , 16:27:42           , -49:54             , 5.542 , *       , *
  J1627-51      , 16:27:30           , -51:08             , 3.750 , *       , *
  J1627-5547    , 16:27:21.08        , -55:47:52.4        , 5.046 , 7.57e+06, 6.7e+32
  J1627-5936    , 16:27:52.59        , -59:36:55.3        , 3.391 , 7.02e+08, 7.1e+30
  J1628-3205    , 16:28:07.00        , -32:05:48.9        , 1.225 , *       , *

  J1628+4406    , 16:28:50.31188     , +44:06:42.6117     , 0.540 , 1.48e+08, 1.3e+32
  J1628-4804    , 16:28:26.83        , -48:04:59          , 6.887 , 1.1e+07 , 7.6e+31
  J1628-4828    , 16:28:30.9         , -48:28:42          , 6.726 , 3.74e+06, 9.8e+30
  J1629+33      , 16:29              , +33                , 25.000, *       , *
  J1629-3636    , 16:29:35.81        , -36:36:13          , 4.232 , 6.76e+06, 1.0e+31

  J1629-3825    , 16:29:14.618       , -38:25:29.3        , 5.574 , 1.88e+07, 1.2e+32
  J1629+43      , 16:29              , +43                , 0.544 , *       , *
  J1629-6902    , 16:29:08.7706      , -69:02:45.294      , 0.963 , 9.51e+09, 1.8e+33
  J1630-2609    , 16:30:28.99        , -26:09:47          , 5.297 , 1.93e+07, 8.9e+30
  J1630+3550    , 16:30:35.94666     , +35:50:42.433      , 1.568 , 2.45e+09, 2.4e+34

  J1630+3734    , 16:30:36.46693     , +37:34:42.097      , 1.187 , 4.88e+09, 1.2e+34
  J1630-4719    , 16:30:02.47        , -47:19:42          , 5.427 , 6.25e+05, 3.2e+33
  B1626-47      , 16:30:37.47        , -47:33:05.0        , 5.044 , 4.09e+05, 4.6e+33
  J1631-1612    , 16:31:52.47        , -16:12:52.0        , 0.839 , 9.8e+06 , 1.4e+32
  J1631-4155    , 16:31:18.33        , -41:55:03.7        , 10.801, 9.91e+08, 2.1e+30

  J1632-1013    , 16:32:54.20        , -10:13:18          , 10.272, 1.72e+08, 7.0e+30
  J1632-4509    , 16:32:14.00        , -45:09:09          , 11.498, 1.11e+06, 5.1e+32
  J1632-4621    , 16:32:49.813       , -46:21:48.6        , 9.986 , 3.56e+05, 6.0e+32
  J1632-4757    , 16:32:16.66        , -47:57:34.5        , 4.836 , 2.4e+05 , 5.0e+34
  J1632-4818    , 16:32:39.70        , -48:18:53.8        , 5.308 , 1.99e+04, 4.8e+34

  J1633-2009    , 16:33:55.30        , -20:10:09          , 2.354 , 1.39e+07, 5.2e+31
  B1630-44      , 16:33:47.048       , -44:53:07.8        , 14.810, 1.12e+06, 2.9e+33
  J1633-4805    , 16:33:05.4         , -48:05:36          , 6.171 , 1.46e+05, 8.5e+33
  B1629-50      , 16:33:00.0861      , -50:15:08.358      , 6.005 , 1.47e+06, 3.4e+33
  J1634+02      , 16:34:50           , +02:34:03          , *     , *       , *

  J1634-4229    , 16:34:14.665       , -42:29:44.3        , 18.861, 3.99e+06, 3.9e+31
  J1634-49      , 16:34:30           , -49:52             , 11.716, *       , *
  J1634-5107    , 16:34:04.99        , -51:07:45.6        , 7.212 , 5.11e+06, 4.8e+32
  J1634-5640    , 16:34:19.17        , -56:40:48.7        , 5.461 , 8.66e+07, 1.4e+32
  J1635-1511    , 16:35:47.36        , -15:11:52          , 1.445 , 8.05e+07, 5.6e+30

  J1635+2332    , 16:35:05.36        , +23:32:23.2        , 25.000, 2.22e+07, 1.9e+31
  B1633+24      , 16:35:25.781       , +24:18:47.3        , 2.433 , 6.51e+07, 4.0e+31
  J1635-4513    , 16:35:55.4         , -45:13:27          , 7.735 , 7.02e+06, 3.5e+31
  J1635-4735    , 16:35:51.844       , -47:35:23.31       , *     , *       , *
  J1635-4944    , 16:35:55.4         , -49:44:36          , 7.360 , 1.21e+06, 1.1e+33

  B1630-59      , 16:35:09.08        , -59:54:41          , 7.214 , 6.13e+06, 3.6e+32
  J1636-2614    , 16:36:11.506       , -26:14:47.0        , 7.839 , 1.99e+06, 1.2e+33
  J1636-4440    , 16:36:16.53        , -44:40:25          , 12.455, 7.01e+04, 2.1e+35
  J1636-4803    , 16:36:32.0         , -48:03:55          , 4.759 , 9.22e+05, 4.7e+32
  J1636-4933    , 16:36:55.15        , -49:33:10          , 10.229, 4.53e+06, 7.5e+32

  J1637-4335    , 16:37:56.8         , -43:35:42          , 25.000, 3.38e+06, 3.1e+32
  J1637-4450    , 16:37:53.15        , -44:50:26.3        , 11.423, 6.96e+06, 1.4e+33
  B1634-45      , 16:37:58.692       , -45:53:26.82       , 3.442 , 5.9e+05 , 7.5e+34
  J1637-46      , 16:37:36           , -46:13             , 5.744 , *       , *
  J1637-4642    , 16:37:13.75        , -46:42:14.2        , 4.410 , 4.12e+04, 6.4e+35

  J1637-4721    , 16:37:11.4         , -47:21:03          , 4.416 , 4.16e+06, 1.1e+32
  J1637-4816    , 16:37:58.68        , -48:16:12          , 7.362 , 2.27e+06, 3.9e+32
  J1638-35      , 16:38              , -35                , 5.476 , *       , *
  J1638-3815    , 16:38:37.349       , -38:15:03.4        , 19.076, 1.44e+08, 8.9e+30
  J1638-3951    , 16:38:15.56        , -39:51:59          , 14.681, 2.07e+07, 5.1e+31

  J1638+4005    , 16:38:16.243       , +40:05:56.37       , 25.000, 6.65e+07, 1.6e+31
  J1638-4233    , 16:38:24.71        , -42:33:55          , 22.186, 8.02e+05, 3.0e+33
  J1638-4344    , 16:38:52.88        , -43:44:04          , 4.741 , 7.11e+08, 7.0e+29
  J1638-44      , 16:38:18           , -44:40             , 12.466, *       , *
  J1638-4417    , 16:38:46.226       , -44:17:03.2        , 12.027, 1.16e+06, 3.9e+34

  J1638-4608    , 16:38:23.26        , -46:08:13.4        , 4.570 , 8.56e+04, 9.4e+34
  J1638-4725    , 16:38:12.94        , -47:25:32          , 4.742 , 2.53e+06, 4.2e+32
  J1638-5226    , 16:38:59.96        , -52:26:57.4        , 4.220 , 2.04e+06, 2.6e+33
  J1639-4359    , 16:39:06.85        , -43:59:52          , 4.892 , 6.21e+08, 2.9e+30
  B1635-45      , 16:39:21.201       , -46:04:33.1        , 3.788 , 1.45e+06, 6.2e+33

  J1640+2224    , 16:40:16.745069    , +22:24:08.82406    , 1.515 , 1.78e+10, 3.5e+33
  J1640-4631    , 16:40:43.52        , -46:31:35.4        , 12.750, 3.35e+03, 4.4e+36
  J1640-4648    , 16:40:47.62        , -46:48:45          , 4.469 , 3.51e+06, 5.6e+33
  B1636-47      , 16:40:13.09        , -47:15:38.1        , 4.909 , 1.95e+05, 1.2e+34
  J1640-4951    , 16:40:43.56        , -49:51:02.1        , 9.673 , 3.51e+07, 3.3e+31

  J1641-2347    , 16:41:18.04        , -23:47:36          , 0.922 , 4.21e+08, 1.2e+30
  B1639+36A     , 16:41:40.87019     , +36:27:14.9788     , 7.100 , *       , *
  B1639+36B     , 16:41:40.39144     , +36:25:58.4880     , 7.100 , *       , *
  J1641+3627C   , 16:41:41.00748     , +36:27:02.7438     , 7.100 , 4.78e+10, 9.4e+32
  J1641+3627D   , 16:41:42.395232    , +36:27:28.2021     , 7.100 , *       , *

  J1641+3627E   , 16:41:42.0221      , +36:27:34.9676     , 7.100 , 2.26e+09, 4.5e+34
  J1641+3627F   , 16:41:44.6058      , +36:28:16.0034     , 7.100 , 3.4e+09 , 2.0e+34
  J1641-5317    , 16:41:15.91        , -53:17:48.8        , *     , 7.5e+05 , 2.7e+34
  J1641+8049    , 16:41:20.8381      , +80:49:52.9142     , 3.035 , 3.58e+09, 4.3e+34
  J164310       , 16:43              , -10                , 1.082 , *       , *

  J1643-1224    , 16:43:38.162198    , -12:24:58.6723     , 0.740 , 3.97e+09, 7.4e+33
  J1643+1338    , 16:43:54.140       , +13:38:43.9        , 4.641 , 2.24e+07, 2.3e+31
  J1643-4505    , 16:43:36.91        , -45:05:45.8        , 4.738 , 1.18e+05, 9.4e+34
  J1643-4522    , 16:43:20.40        , -45:22:01          , 4.615 , 2.58e+06, 1.3e+32
  J1643-4550    , 16:43:13.52        , -45:50:54.5        , 4.378 , 3.79e+05, 3.2e+33

  J1644-33      , 16:44              , -33                , 7.786 , *       , *
  J1644-44      , 16:44:36           , -44:10             , 9.510 , *       , *
  B1641-45      , 16:44:49.273       , -45:59:09.71       , 4.500 , 3.59e+05, 8.4e+33
  J1644-46      , 16:44:06           , -46:26             , 4.284 , *       , *
  J1644-4657    , 16:44:38.5         , -46:57:38          , 6.749 , 2.66e+06, 1.5e+34

  B1642-03      , 16:45:02.0406      , -03:17:57.819      , 3.846 , 3.45e+06, 1.2e+33
  J1645+1012    , 16:45:34.415       , +10:12:16.04       , 3.914 , 8.01e+07, 4.6e+31
  J1646-1910    , 16:46:18.66        , -19:10:14          , 2.616 , 7.61e+06, 3.5e+30
  J1646-2142    , 16:46:18.13        , -21:42:09.0        , 0.965 , *       , *
  J1646-4308    , 16:46:55.3         , -43:08:07          , 16.160, 1.21e+08, 7.3e+30

  B1643-43      , 16:46:51.3         , -43:46:38          , 6.226 , 3.25e+04, 3.6e+35
  J1646-5123    , 16:46:36.35        , -51:23:14.6        , 10.974, 4e+06   , 5.6e+32
  B1641-68      , 16:46:54.91        , -68:31:51.7        , 1.245 , 1.66e+07, 1.2e+31
  J1647-3607    , 16:47:46.51        , -36:07:04          , 16.871, 2.61e+07, 5.3e+32
  J1647-4552    , 16:47:10.20        , -45:52:16.8        , *     , 2.02e+05, 2.8e+31

  J1647+6608    , 16:47:32.521       , +66:08:22.24       , 2.061 , 3.23e+06, 7.6e+31
  J1648-3256    , 16:48:06.070       , -32:56:40.8        , 6.729 , 3.23e+06, 3.7e+32
  J1648-4458    , 16:48:13.0         , -44:58:26          , 5.518 , 5.38e+06, 2.9e+32
  J1648-4611    , 16:48:22.043       , -46:11:15.75       , 4.468 , 1.1e+05 , 2.1e+35
  J1648-6044    , 16:48:51.23        , -60:44:25.5        , 5.567 , 2.16e+07, 8.5e+31

  J1649+2533    , 16:49:44.23        , +25:33:07.0        , 25.000, 2.88e+07, 2.1e+31
  J1649-3012    , 16:49:46.3         , -30:12:21          , *     , 4.09e+09, 1.3e+34
  J1649-3805    , 16:49:48.222       , -38:05:59.1        , 8.839 , 1.13e+08, 8.0e+31
  J1649-3935    , 16:49:06.68        , -39:35:44.2        , 13.459, 3.12e+08, 3.4e+30
  J1649-4349    , 16:49:20.42        , -43:49:22.2        , 4.408 , 3.14e+08, 2.6e+30

  J1649-4653    , 16:49:24.61        , -46:53:09.3        , 4.964 , 1.78e+05, 1.1e+34
  J1649-4729    , 16:49:18.27        , -47:29:53          , 14.320, 7.2e+05 , 9.8e+33
  J1649-5553    , 16:49:31.1         , -55:53:40          , 11.604, 5.73e+06, 2.9e+32
  J1650-1654    , 16:50:27.1694      , -16:54:42.282      , 1.055 , 8.66e+06, 2.4e+31
  J1650-4126    , 16:50:13.174       , -41:26:33.8        , 4.869 , 2.47e+08, 2.7e+31

  J1650-4341    , 16:50:44.68        , -43:41:30.8        , 5.342 , 2.94e+08, 2.2e+31
  J1650-4502    , 16:50:32.30        , -45:02:37.3        , 3.918 , 3.76e+05, 1.1e+34
  J1650-4601    , 16:50:18.62        , -46:01:18.6        , *     , 1.33e+05, 2.9e+35
  J1650-4921    , 16:50:35.109       , -49:21:03.76       , 5.307 , 1.36e+06, 1.9e+34
  J1651+14      , 16:51:00           , +14:22             , 25.000, *       , *

  B1648-17      , 16:51:31.75        , -17:09:22          , 0.836 , 5.08e+06, 1.3e+32
  B1648-42      , 16:51:48.797       , -42:46:09.97       , 5.200 , 2.82e+06, 3.1e+32
  J1651-4519    , 16:51:57.2         , -45:19:11          , 5.061 , 1e+06   , 2.3e+33
  B1647-52      , 16:51:42.962       , -52:22:58.38       , 6.284 , 5.56e+06, 2.8e+32
  B1647-528     , 16:51:41.41        , -52:55:47.7        , 5.809 , 6.67e+06, 1.2e+32

  J1651-7642    , 16:51:07.87        , -76:42:39.5        , 3.361 , 2.04e+07, 9.9e+30
  J1652-1400    , 16:52:16.677       , -14:00:27.4        , 0.598 , 2.75e+08, 2.4e+31
  B1649-23      , 16:52:58.52        , -24:03:51          , 3.369 , 8.55e+06, 2.5e+31
  J1652+2651    , 16:52:03.07        , +26:51:40.4        , 25.000, 2.22e+07, 3.4e+31
  J1652-4406    , 16:52:59.5         , -44:06:05          , 5.108 , 1.29e+07, 8.2e+29

  J1652-4838    , 16:52:54           , -48:45             , 4.395 , *       , *
  J1653-0158    , 16:53:38.05381     , -01:58:36.8930     , 0.840 , 1.3e+10 , 1.2e+34
  J1653-2054    , 16:53:31.03        , -20:54:55.1        , 2.631 , 5.86e+09, 6.3e+33
  B1650-38      , 16:53:39.798       , -38:38:20.8        , 5.440 , 1.73e+06, 3.9e+33
  J1653-4030    , 16:53:34.23        , -40:30:01.4        , 17.188, 3.7e+07 , 1.6e+31

  J1653-4105    , 16:53:25.374       , -41:05:25.6        , 14.022, 1.46e+08, 1.7e+31
  J1653-4249    , 16:53:40.22        , -42:49:03.3        , 4.475 , 2.02e+06, 8.3e+32
  J1653-4315    , 16:53:29.7         , -43:15:01          , 4.004 , 4.43e+08, 8.0e+30
  J1653-45      , 16:53:54           , -45:17             , 3.507 , *       , *
  J1653-4854    , 16:53:56.7         , -48:54:51          , 15.188, 1.41e+07, 4.8e+30

  J1654-23      , 16:54:03           , -23:35             , 4.071 , *       , *
  J1654-26      , 16:54:39           , -26:36:18          , 6.603 , *       , *
  J1654-2713    , 16:54:23.62        , -27:13:02          , 4.942 , 7.49e+07, 1.3e+31
  J1654-3710    , 16:54:44.426       , -37:10:57.1        , 19.006, 2.03e+07, 3.5e+31
  J1654-4140    , 16:54:23.5         , -41:40:24          , 4.645 , 1.55e+08, 2.5e+30

  J1654-4245    , 16:54:22.08        , -42:45:39          , 10.606, 3.41e+05, 1.5e+33
  J1655-3048    , 16:55:24.53        , -30:48:42          , 10.670, 2.35e+08, 9.0e+30
  J1655-3844    , 16:55:38.66        , -38:44:09          , 19.040, 9.45e+06, 4.6e+31
  J1656+00      , 16:56:41           , +00:26             , 3.940 , *       , *
  J1656-3621    , 16:56:32.955       , -36:21:59.7        , 10.733, 9.07e+06, 1.3e+32

  J1656+6203    , 16:56:10.29        , +62:03:50.41       , 25.000, 1.46e+07, 7.1e+31
  J1657-0406A   , 16:57:09.1         , -04:06:01          , 4.400 , *       , *
  J1657-0406B   , 16:57:09.1         , -04:06:01          , 4.400 , *       , *
  J1657+3304    , 16:57:50.682       , +33:04:33.65       , 2.366 , 1.43e+07, 1.8e+31
  J1657-4432    , 16:57:36.73        , -44:32:20          , 4.558 , 1.18e+06, 1.4e+33

  J1658-2823    , 16:58:03           , -28:23:04          , 3.473 , *       , *
  J1658+3630    , 16:58:26.5198      , +36:30:30.095      , 0.224 , 4.52e+09, 1.3e+32
  J1658-4306    , 16:58:16.6         , -43:06:50          , 5.254 , 4.32e+05, 1.1e+33
  J1658-47      , 16:58:24           , -47:12             , 23.425, *       , *
  J1658-4958    , 16:58:54.92        , -49:58:58.4        , 6.107 , 1.71e+06, 2.1e+33

  J1658-5324    , 16:58:39.34359     , -53:24:07.003      , 0.880 , 3.46e+09, 3.0e+34
  B1657-13      , 16:59:53.08        , -13:05:09.0        , 0.485 , 1.64e+07, 9.3e+31
  J1659-4316    , 16:59:56.38        , -43:16:06          , 4.986 , 4.4e+07 , 6.3e+31
  J1659-4439    , 16:59:39.44        , -44:39:01          , 12.689, 2.24e+08, 2.2e+31
  J1659-54      , 16:59:23           , -54                , 5.658 , *       , *

  J1700-0954    , 17:00:03.228       , -09:54:43.2        , 0.217 , 1.72e+07, 5.4e+31
  J1700-3312    , 17:00:52.981       , -33:12:46.5        , 7.386 , 4.57e+06, 7.4e+31
  J1700-3611    , 17:00:49.32        , -36:11:53          , 9.288 , 5.47e+06, 5.1e+31
  J1700-3919    , 17:00:22.27        , -39:19:00.02       , 11.634, 1.77e+09, 1.1e+30
  J1700-4012    , 17:00:38.55        , -40:12:38.6        , 6.699 , 4.54e+07, 1.7e+32

  J1700-4422    , 17:00:53.67        , -44:22:27          , 6.362 , 2.99e+08, 3.7e+30
  J1700-4939    , 17:00:22.56        , -49:39:15          , 15.418, 8.5e+06 , 2.2e+32
  J1701-3006A   , 17:01:12.50942     , -30:06:30.173      , 7.050 , *       , *
  J1701-3006B   , 17:01:12.6677      , -30:06:49.044      , 7.050 , *       , *
  J1701-3006C   , 17:01:12.86592     , -30:06:59.415      , 7.050 , *       , *

  J1701-3006D   , 17:01:13.5631      , -30:06:42.559      , 7.050 , 4.31e+08, 1.2e+35
  J1701-3006E   , 17:01:13.2734      , -30:06:46.89       , 7.050 , 1.65e+08, 3.6e+35
  J1701-3006F   , 17:01:12.8222      , -30:06:51.82       , 7.050 , 1.64e+08, 7.3e+35
  J1701-3006G   , 17:01:14.0         , -30:06:42          , 7.050 , *       , *
  J1701-3130    , 17:01:43.513       , -31:30:36.7        , 5.251 , 8.25e+07, 8.9e+31

  B1658-37      , 17:01:18.45        , -37:26:27.2        , 12.947, 3.5e+06 , 3.0e+31
  B1657-45      , 17:01:29.154       , -45:33:48.7        , 19.589, 9.85e+06, 6.1e+32
  J1701-4958    , 17:01:12.83        , -49:58:33          , 10.823, 1.16e+08, 8.3e+30
  J1702-3932    , 17:02:14.36        , -39:32:40          , 15.190, 1.64e+07, 2.5e+32
  J1702-4128    , 17:02:52.52        , -41:28:48.2        , 3.967 , 5.51e+04, 3.4e+35

  J1702-4217    , 17:02:36.44        , -42:17:01.2        , 4.715 , 3.16e+08, 3.8e+31
  J1702-4306    , 17:02:27.36        , -43:06:45.1        , 5.047 , 3.49e+05, 3.9e+34
